Using hybrid two-pass approach
APSC: Starting from 2000 to 198
0,26,1455170,-1371290
0,27,1455139.88435927,-1371395.63879793
0,28,1454974.63628938,-1371367.66984251
0,29,1454940.16033459,-1371510.79833263
0,30,1454817.55482375,-1371408.5891775
0,31,1454841.69381093,-1371521.23778434
0,32,1454762.38585304,-1371447.11568842
0,33,1454791.57653481,-1371571.87526179
0,34,1454720,-1371465
0,35,1454681.72678766,-1371586.82564732
0,36,1454577.97793531,-1371512.74118679
0,37,1454627.01660156,-1371636.03795343
0,38,1454481.32611199,-1371537.86169639
0,39,1454558.72234878,-1371735.78787755
0,40,1454454.67418123,-1371663.69189544
0,41,1454433.47733362,-1371784.98426972
0,42,1454301.31362615,-1371685.50998989
0,43,1454424.78855361,-1371826.6460049
0,44,1454248,-1371764
0,45,1454277.52075674,-1371839.04064927
0,46,1454162.18734202,-1371887.17829392
0,47,1454160.23769795,-1372065.50764516
0,48,1453994.9981072,-1372217.99387051
0,49,1454067.17270148,-1372308.17011626
0,50,1454040,-1372390
0,51,1453920,-1372420
0,52,1454080.10240861,-1372450
0,53,1454190.9306908,-1372638.90857808
0,54,1454009.90199438,-1372720.35086534
0,55,1454194.69792264,-1372676.98827901
0,56,1454100.42212429,-1372733.19262524
0,57,1454189.51551745,-1372858.37317177
0,58,1454140,-1372930
0,59,1454302.18457126,-1372878.90771463
0,60,1454263.12154258,-1373156.79012089
0,61,1454380.24729549,-1373100.10238626
0,62,1454304.61235747,-1373320.74751806
0,63,1454471.14242028,-1373141.34693306
0,64,1454347.51713904,-1373317.84449652
0,65,1454478.40714337,-1373228.1806794
0,66,1454406.57723669,-1373363.56718056
0,67,1454507.72316299,-1373281.36945132
0,68,1454835.04048461,-1373435.54685304
0,69,1454927.11524992,-1373355.42917678
0,70,1454928.62924817,-1373495.41624753
0,71,1454970.53669445,-1373307.60317138
0,72,1454976.9000381,-1373411.11122659
0,73,1455138.3877289,-1373326.61647674
0,74,1455180,-1373443.91304348
0,75,1455200.32236366,-1373316.21040127
0,76,1455272.85681738,-1373486.33193134
0,77,1455252.06125424,-1373358.8812331
0,78,1455416.77827723,-1373430.19505819
0,79,1455449.74542549,-1373293.83406025
0,80,1455627.67807884,-1373346.38561489
0,81,1455588.85537073,-1373272.24509576
0,82,1455692.94707859,-1373303.18224936
0,83,1455752.73416065,-1373202.84785798
0,84,1455834.2377812,-1373284.66666503
0,85,1455767.04647666,-1373146.8343803
0,86,1455751.07557688,-1373081.36657042
0,87,1455876,-1373154
0,88,1455816.19998089,-1372971.70614599
0,89,1455980.90876232,-1373069.69151983
0,90,1455808.29343738,-1372924.54551128
0,91,1455993.9824475,-1372865.84111874
0,92,1455935.30401199,-1372782.49245471
0,93,1456052.3999228,-1372733.26565614
0,94,1455937.93139196,-1372639.50489317
0,95,1456017.24137283,-1372538.96551638
0,96,1456157.27272399,-1372487.272727
0,97,1455944.63903959,-1372461.88440034
0,98,1456084.6614891,-1372446.27493428
Total signed area in input: 3.141600e+06
Total signed area in output: 3.147467e+06
Total areal displacement: 5.917339e+03
Total vertices in output: 99
