Using hybrid two-pass approach
APSC: Starting from 1500 to 198
Collapsed to 1004 vertices (cost: 6.90649e-05)
Collapsed to 1003 vertices (cost: 100)
Collapsed to 1002 vertices (cost: 20)
Collapsed to 1001 vertices (cost: 100)
Collapsed to 1000 vertices (cost: 100)
Collapsed to 999 vertices (cost: 50)
Collapsed to 998 vertices (cost: 33.3334)
Collapsed to 997 vertices (cost: 100)
Collapsed to 996 vertices (cost: 100)
Collapsed to 995 vertices (cost: 77.7778)
Collapsed to 994 vertices (cost: 7.02114e-06)
Collapsed to 993 vertices (cost: 59.6154)
Collapsed to 992 vertices (cost: 21.2019)
Collapsed to 991 vertices (cost: 2.51853e-05)
Collapsed to 990 vertices (cost: 100)
Collapsed to 989 vertices (cost: 2.76545e-05)
Collapsed to 988 vertices (cost: 5.67129)
Collapsed to 987 vertices (cost: 100)
Collapsed to 986 vertices (cost: 100)
Collapsed to 985 vertices (cost: 100)
Collapsed to 984 vertices (cost: 100)
Collapsed to 983 vertices (cost: 100)
Collapsed to 982 vertices (cost: 100)
Collapsed to 981 vertices (cost: 100)
Collapsed to 980 vertices (cost: 2.97977e-05)
Collapsed to 979 vertices (cost: 100)
Collapsed to 978 vertices (cost: 2.09549e-08)
Collapsed to 977 vertices (cost: 3.75055e-05)
Collapsed to 976 vertices (cost: 100)
Collapsed to 975 vertices (cost: 100)
Collapsed to 974 vertices (cost: 40)
Collapsed to 973 vertices (cost: 46.1539)
Collapsed to 972 vertices (cost: 9.40637e-07)
Collapsed to 971 vertices (cost: 100)
Collapsed to 970 vertices (cost: 10)
Collapsed to 969 vertices (cost: 100)
Collapsed to 968 vertices (cost: 103.419)
Collapsed to 967 vertices (cost: 105)
Collapsed to 966 vertices (cost: 111.111)
Collapsed to 965 vertices (cost: 3.45396e-05)
Collapsed to 964 vertices (cost: 112.195)
Collapsed to 963 vertices (cost: 112.5)
Collapsed to 962 vertices (cost: 25.0001)
Collapsed to 961 vertices (cost: 48.077)
Collapsed to 960 vertices (cost: 113.636)
Collapsed to 959 vertices (cost: 114.286)
Collapsed to 958 vertices (cost: 29.3878)
Collapsed to 957 vertices (cost: 116.667)
Collapsed to 956 vertices (cost: 5.44218)
Collapsed to 955 vertices (cost: 117.647)
Collapsed to 954 vertices (cost: 92.857)
Collapsed to 953 vertices (cost: 117.647)
Collapsed to 952 vertices (cost: 8.75197e-05)
Collapsed to 951 vertices (cost: 42.7015)
Collapsed to 950 vertices (cost: 118.605)
Collapsed to 949 vertices (cost: 120)
Collapsed to 948 vertices (cost: 120)
Collapsed to 947 vertices (cost: 120)
Collapsed to 946 vertices (cost: 66.6667)
Collapsed to 945 vertices (cost: 2.10526)
Collapsed to 944 vertices (cost: 0.000134326)
Collapsed to 943 vertices (cost: 65.7534)
Collapsed to 942 vertices (cost: 120)
Collapsed to 941 vertices (cost: 120)
Collapsed to 940 vertices (cost: 72.7273)
Collapsed to 939 vertices (cost: 120)
Collapsed to 938 vertices (cost: 122.222)
Collapsed to 937 vertices (cost: 123.81)
Collapsed to 936 vertices (cost: 4.91409e-05)
Collapsed to 935 vertices (cost: 8.33335)
Collapsed to 934 vertices (cost: 13.1314)
Collapsed to 933 vertices (cost: 122.408)
Collapsed to 932 vertices (cost: 127.714)
Collapsed to 931 vertices (cost: 108.246)
Collapsed to 930 vertices (cost: 5.96739e-05)
Collapsed to 929 vertices (cost: 12.648)
Collapsed to 928 vertices (cost: 128.571)
Collapsed to 927 vertices (cost: 13.3339)
Collapsed to 926 vertices (cost: 131.579)
Collapsed to 925 vertices (cost: 120.14)
Collapsed to 924 vertices (cost: 132.075)
Collapsed to 923 vertices (cost: 133.333)
Collapsed to 922 vertices (cost: 133.333)
Collapsed to 921 vertices (cost: 4.16829e-05)
Collapsed to 920 vertices (cost: 133.333)
Collapsed to 919 vertices (cost: 1.18537e-09)
Collapsed to 918 vertices (cost: 133.333)
Collapsed to 917 vertices (cost: 9.94139)
